172.217.30.78;0.024564;2018-02-28 20:30:41.050662;0
172.217.30.78;0.024210;2018-02-28 20:30:41.578537;0
172.217.30.78;0.024618;2018-02-28 20:30:42.106483;0
172.217.30.78;0.024435;2018-02-28 20:30:42.633616;0
172.217.30.78;0.025603;2018-02-28 20:30:43.162293;0
172.217.30.78;0.024235;2018-02-28 20:30:43.689739;0
172.217.30.78;0.024469;2018-02-28 20:30:44.217611;0
172.217.30.78;0.023717;2018-02-28 20:30:44.744576;0
172.217.30.78;0.024734;2018-02-28 20:30:45.272457;0
172.217.30.78;0.024494;2018-02-28 20:30:45.800306;0
172.217.30.78;0.023927;2018-02-28 21:37:09.257981;0
172.217.30.78;0.023407;2018-02-28 21:37:09.784900;0
172.217.30.78;0.024668;2018-02-28 21:37:10.312997;0
172.217.30.78;0.024756;2018-02-28 21:37:10.841195;0
172.217.30.78;0.023826;2018-02-28 21:37:11.368097;0
172.217.30.78;0.023738;2018-02-28 21:37:11.895252;0
172.217.30.78;0.024591;2018-02-28 21:37:12.423193;0
216.58.202.206;0.024385;2018-06-26 09:50:25.471399;0
216.58.202.206;0.023253;2018-06-26 09:50:25.998085;0
216.58.202.206;0.024647;2018-06-26 09:50:26.526188;0
216.58.202.206;0.024298;2018-06-26 09:50:27.053692;0
216.58.202.206;0.023903;2018-06-26 09:50:27.580809;0
216.58.202.206;0.023650;2018-06-26 09:50:28.107724;0
172.217.30.110;0.024641;2018-06-26 10:39:04.657242;0
172.217.30.110;0.025657;2018-06-26 10:39:05.186121;0
172.217.30.110;0.024866;2018-06-26 10:39:05.714316;0
172.217.30.110;0.025192;2018-06-26 10:39:06.242877;0
172.217.30.110;0.024472;2018-06-26 10:39:06.770401;0
172.217.30.110;0.025323;2018-06-26 10:39:07.299248;0
172.217.30.110;0.025102;2018-06-26 10:39:07.827600;0
172.217.30.110;0.025123;2018-06-26 10:39:08.356024;0
172.217.30.110;0.024275;2018-06-26 10:39:08.884006;0
172.217.30.110;0.025031;2018-06-26 10:39:09.412667;0
172.217.30.110;0.024116;2018-06-26 10:39:09.939790;0
172.217.30.110;0.025551;2018-06-26 10:39:10.468141;0
172.217.30.110;0.024510;2018-06-26 10:39:10.995820;0
172.217.30.110;0.025681;2018-06-26 10:39:11.524494;0
172.217.30.110;0.026152;2018-06-26 10:39:12.053652;0
172.217.30.110;0.025319;2018-06-26 10:39:12.582080;0
172.217.30.110;0.025612;2018-06-26 10:39:13.110678;0
172.217.30.110;0.024549;2018-06-26 10:39:13.637808;0
172.217.30.110;0.024231;2018-06-26 10:39:14.164505;0
172.217.30.110;0.052250;2018-06-26 10:39:14.719229;0
172.217.30.110;0.070848;2018-06-26 10:39:15.292350;0
172.217.30.110;0.026284;2018-06-26 10:39:15.820919;0
172.217.30.110;0.067937;2018-06-26 10:39:16.391688;0
172.217.30.110;0.024590;2018-06-26 10:39:16.918854;0
172.217.30.110;0.030711;2018-06-26 10:39:17.452509;0
172.217.30.110;0.025129;2018-06-26 10:39:38.091372;0
172.217.30.110;0.024261;2018-06-26 10:39:38.618950;0
172.217.30.110;0.025066;2018-06-26 10:39:39.147134;0
172.217.30.110;0.023878;2018-06-26 10:39:39.674571;0
172.217.30.110;0.025923;2018-06-26 10:39:40.203757;0
172.217.30.110;0.025737;2018-06-26 10:39:40.732354;0
172.217.30.110;0.025564;2018-06-26 10:39:41.260772;0
172.217.30.110;0.024532;2018-06-26 10:39:41.788424;0
172.217.30.110;0.024765;2018-06-26 10:39:42.316603;0
172.217.30.110;0.025470;2018-06-26 10:39:42.844526;0
172.217.30.110;0.024933;2018-06-26 10:39:43.372694;0
172.217.30.110;0.025101;2018-06-26 10:39:43.901366;0
172.217.30.110;0.025552;2018-06-26 10:39:44.430233;0
172.217.30.110;0.024216;2018-06-26 10:39:44.957642;0
172.217.30.110;0.025413;2018-06-26 10:39:45.486047;0
172.217.30.110;0.023990;2018-06-26 10:39:46.013170;0
172.217.30.110;0.025933;2018-06-26 10:39:46.542339;0
172.217.30.110;0.025501;2018-06-26 10:39:47.071026;0
172.217.30.110;0.025552;2018-06-26 10:39:47.599932;0
172.217.30.110;0.025641;2018-06-26 10:39:48.128614;0
172.217.30.110;0.025276;2018-06-26 10:39:48.657177;0
172.217.30.110;0.024898;2018-06-26 10:39:49.184419;0
172.217.30.110;0.024255;2018-06-26 10:39:49.711523;0
172.217.30.110;0.099700;2018-06-26 10:39:50.313375;0
172.217.30.110;0.024638;2018-06-26 10:39:50.840723;0
172.217.30.110;0.034885;2018-06-26 10:39:51.377670;0
172.217.30.110;0.073647;2018-06-26 10:39:51.953607;0
172.217.30.110;0.063061;2018-06-26 10:39:52.519137;0
172.217.30.110;0.068319;2018-06-26 10:39:53.089491;0
172.217.30.110;0.076247;2018-06-26 10:39:53.668753;0
172.217.30.110;0.029623;2018-06-26 10:39:54.200379;0
172.217.30.110;0.034548;2018-06-26 10:39:54.737319;0
172.217.30.110;0.026126;2018-06-26 10:39:55.266002;0
172.217.30.110;0.024845;2018-06-26 10:39:55.793127;0
172.217.30.110;0.026359;2018-06-26 10:39:56.322242;0
172.217.30.110;0.025564;2018-06-26 10:39:56.850652;0
172.217.30.110;0.075055;2018-06-26 10:39:57.427360;0
172.217.30.110;0.025059;2018-06-26 10:39:57.954864;0
172.217.30.110;0.025391;2018-06-26 10:39:58.483027;0
172.217.30.110;0.024114;2018-06-26 10:39:59.010436;0
172.217.30.110;0.025809;2018-06-26 10:39:59.539098;0
172.217.30.110;0.039259;2018-06-26 10:40:00.080999;0
172.217.30.110;0.024595;2018-06-26 10:40:00.607851;0
172.217.30.110;0.025174;2018-06-26 10:40:01.134801;0
172.217.30.110;0.023925;2018-06-26 10:40:01.661673;0
172.217.30.110;0.025195;2018-06-26 10:40:02.189044;0
172.217.30.110;0.025105;2018-06-26 10:40:02.717114;0
172.217.30.110;0.025071;2018-06-26 10:40:03.245250;0
172.217.30.110;0.025065;2018-06-26 10:40:03.773428;0
172.217.30.110;0.024864;2018-06-26 10:40:04.301405;0
172.217.30.110;0.051570;2018-06-26 10:40:04.855889;0
172.217.30.110;0.024991;2018-06-26 10:40:05.383796;0
172.217.30.110;0.025446;2018-06-26 10:40:05.912739;0
172.217.30.110;0.025923;2018-06-26 10:40:06.441610;0
172.217.30.110;0.024223;2018-06-26 10:40:06.968779;0
172.217.30.110;0.024951;2018-06-26 10:40:07.496176;0
172.217.30.110;0.024481;2018-06-26 10:40:08.022801;0
172.217.30.110;0.025027;2018-06-26 10:40:08.550493;0
